Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),ISSUES (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),ISSUES (CHECK 9),STATUS (CHECK 10),TIME (CHECK 10),ISSUES (CHECK 10),STATUS (CHECK 11),TIME (CHECK 11),ISSUES (CHECK 11),STATUS (CHECK 12),TIME (CHECK 12),ISSUES (CHECK 12),DEPTH
HYPE_USDT,CHECKED,10:48:01,A4:MEDIUM,CHECKED,12:15:57,A4:MEDIUM,CHECKED,13:07:28,A4:MEDIUM,CHECKED,14:56:28,A4:MEDIUM,CHECKED,16:11:58,A4:MEDIUM,CHECKED,16:53:25,A4:MEDIUM,CHECKED,17:08:34,A4:MEDIUM,CHECKED,18:14:07,A4:MEDIUM,CHECKED,19:10:41,A4:MEDIUM,CHECKED,20:35:04,A4:MEDIUM,CHECKED,22:08:20,A4:MEDIUM,CHECKED,23:07:03,A4:MEDIUM,$3.0K / $3.0K
LINK_USDT,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$73.8K / $92.8K
LSK_USDT,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,WARNING,16:53:25,A2:HIGH|A2:HIGH,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$21.3K / $24.7K
LTC_USDT,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$110.0K / $110.0K
NEAR_USDT,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,A4:MEDIUM,CHECKED,23:07:03,,$11.3K / $12.4K
NOS_USDT,CHECKED,10:48:01,A4:MEDIUM,CHECKED,12:15:57,A4:MEDIUM,CHECKED,13:07:28,A4:MEDIUM,CHECKED,14:56:28,A4:MEDIUM,CHECKED,16:11:58,A4:MEDIUM,CHECKED,16:53:25,A4:MEDIUM,CHECKED,17:08:34,A4:MEDIUM,CHECKED,18:14:07,A4:MEDIUM,CHECKED,19:10:41,A4:MEDIUM,CHECKED,20:35:04,A4:MEDIUM,CHECKED,22:08:20,A4:MEDIUM,CHECKED,23:07:03,A4:MEDIUM,$1.3K / $1.5K
PEPE_USDT,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$32.8K / $38.6K
POL_USDT,CHECKED,10:48:01,,WARNING,12:15:57,A2:HIGH|A4:MEDIUM,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$59.9K / $64.1K
QDX_USDT,CHECKED,10:48:01,A4:MEDIUM,CHECKED,12:15:57,A4:MEDIUM,CHECKED,13:07:28,A4:MEDIUM,CHECKED,14:56:28,A4:MEDIUM,CHECKED,16:11:58,A4:MEDIUM,CHECKED,16:53:25,A4:MEDIUM,CHECKED,17:08:34,A4:MEDIUM,CHECKED,18:14:07,A4:MEDIUM,CHECKED,19:10:41,A4:MEDIUM,CHECKED,20:35:04,A4:MEDIUM,CHECKED,22:08:20,A4:MEDIUM,CHECKED,23:07:03,A4:MEDIUM,$2 / $2
RENDER_USDT,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,A4:MEDIUM,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$10.3K / $10.9K
Sonic_USDT,CHECKED,10:48:01,,CHECKED,12:15:57,A4:MEDIUM,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,A4:MEDIUM,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,A4:MEDIUM,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$7.9K / $8.9K
SHIB_USDT,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$16.4K / $18.1K
SLP_USDT,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,A4:MEDIUM,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$9.7K / $10.4K
SOL_USDT,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$39.6K / $53.5K
STRK_USDT,CHECKED,10:48:01,A4:MEDIUM,CHECKED,12:15:57,A4:MEDIUM,CHECKED,13:07:28,A4:MEDIUM,CHECKED,14:56:28,A4:MEDIUM,CHECKED,16:11:58,A4:MEDIUM,CHECKED,16:53:25,A4:MEDIUM,CHECKED,17:08:34,A4:MEDIUM,CHECKED,18:14:07,A4:MEDIUM,CHECKED,19:10:41,A4:MEDIUM,CHECKED,20:35:04,A4:MEDIUM,CHECKED,22:08:20,A4:MEDIUM,CHECKED,23:07:03,A4:MEDIUM,$1.4K / $1.5K
SUI_USDT,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,A4:MEDIUM,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,A4:MEDIUM,CHECKED,19:10:41,A4:MEDIUM,WARNING,20:35:04,A2:HIGH|A4:MEDIUM,CHECKED,22:08:20,,CHECKED,23:07:03,A4:MEDIUM,$4.9K / $5.4K
TON_USDT,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$53.4K / $81.6K
TRX_USDT,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$507.5K / $507.5K
USDC_USDT,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$1.40M / $1.40M
WIF_USDT,CHECKED,10:48:01,A4:MEDIUM,CHECKED,12:15:57,A4:MEDIUM,CHECKED,13:07:28,,CHECKED,14:56:28,A4:MEDIUM,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,A4:MEDIUM,CHECKED,18:14:07,A4:MEDIUM,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$6.5K / $6.5K
XLM_USDT,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$39.8K / $48.7K
XRP_USDT,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$122.2K / $122.2K
XYO_USDT,CHECKED,10:48:01,A4:MEDIUM,CHECKED,12:15:57,A4:MEDIUM,CHECKED,13:07:28,A4:MEDIUM,CHECKED,14:56:28,A4:MEDIUM,CHECKED,16:11:58,A4:MEDIUM,CHECKED,16:53:25,A4:MEDIUM,CHECKED,17:08:34,A4:MEDIUM,CHECKED,18:14:07,A4:MEDIUM,CHECKED,19:10:41,A4:MEDIUM,CHECKED,20:35:04,A4:MEDIUM,CHECKED,22:08:20,A4:MEDIUM,CHECKED,23:07:03,A4:MEDIUM,$1.1K / $1.5K
ZKSync_USDT,CHECKED,10:48:01,A4:MEDIUM,CHECKED,12:15:57,A4:MEDIUM,CHECKED,13:07:28,A4:MEDIUM,CHECKED,14:56:28,A4:MEDIUM,CHECKED,16:11:58,,CHECKED,16:53:25,A4:MEDIUM,CHECKED,17:08:34,,CHECKED,18:14:07,A4:MEDIUM,CHECKED,19:10:41,A4:MEDIUM,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$5.9K / $6.4K
USDT_CNGN,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,WARNING,14:56:28,STALE:HIGH,CHECKED,16:11:58,,CHECKED,16:53:25,,WARNING,17:08:34,STALE:HIGH,CHECKED,18:14:07,,CHECKED,19:10:41,,WARNING,20:35:04,STALE:HIGH,CHECKED,22:08:20,,CHECKED,23:07:03,,$36.52M / $37.55M
BTC_NGN,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,SKIPPED,,,CHECKED,22:08:20,,CHECKED,23:07:03,,$2494.08M / $2494.08M
USDT_NGN,CHECKED,10:48:01,,WARNING,12:15:57,A2:HIGH,WARNING,13:07:28,A2:HIGH,CHECKED,14:56:28,,WARNING,16:11:58,A2:HIGH,WARNING,16:53:25,A2:HIGH,CHECKED,17:08:34,,WARNING,18:14:07,A2:HIGH,WARNING,19:10:41,A2:HIGH,WARNING,20:35:04,A2:HIGH,WARNING,22:08:20,A2:HIGH,CHECKED,23:07:03,,$2860.35M / $2860.35M
QDX_NGN,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$351.1K / $386.1K
ETH_NGN,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$1458.67M / $1458.67M
TRX_NGN,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$917.70M / $917.70M
XRP_NGN,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$148.01M / $148.01M
DASH_NGN,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$24.02M / $24.02M
LTC_NGN,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$157.01M / $157.01M
SOL_NGN,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$144.36M / $144.36M
USDC_NGN,CHECKED,10:48:01,,WARNING,12:15:57,A2:HIGH,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$2178.68M / $3923.64M
CNGN_NGN,WARNING,10:48:01,A3:CRITICAL|A2:HIGH,WARNING,12:15:57,A3:CRITICAL|A2:HIGH,WARNING,13:07:28,A3:CRITICAL|A2:HIGH,WARNING,14:56:28,A3:CRITICAL|A2:HIGH,WARNING,16:11:58,A3:CRITICAL|A2:HIGH,WARNING,16:53:25,A3:CRITICAL|A2:HIGH,WARNING,17:08:34,A3:CRITICAL|A2:HIGH,WARNING,18:14:07,A3:CRITICAL|A2:HIGH,WARNING,19:10:41,A3:CRITICAL|A2:HIGH,WARNING,20:35:04,A3:CRITICAL|A2:HIGH,CHECKED,22:08:20,,CHECKED,23:07:03,,$6.57M / $9.72M
USDT_GHS,CHECKED,10:48:01,,CHECKED,12:15:57,,CHECKED,13:07:28,,CHECKED,14:56:28,,CHECKED,16:11:58,,CHECKED,16:53:25,,CHECKED,17:08:34,,CHECKED,18:14:07,,CHECKED,19:10:41,,CHECKED,20:35:04,,CHECKED,22:08:20,,CHECKED,23:07:03,,$2.43M / $3.15M
